fileName,nNodes,nEdges,DijkstraHeap,DijkstraPairing,Spfa
test19-9.txt,1000,19000,0.000815,0.000703,0.000983
test2-1.txt,1000,2000,2.7e-05,1.9e-05,1.7e-05
test2-10.txt,1000,2000,1.4e-05,1.6e-05,1.8e-05
test2-2.txt,1000,2000,1.4e-05,1.5e-05,1.6e-05
test2-3.txt,1000,2000,1.5e-05,1.4e-05,1.6e-05
test2-4.txt,1000,2000,1.4e-05,1.3e-05,1.4e-05
test2-5.txt,1000,2000,1.7e-05,1.4e-05,1.6e-05
test2-6.txt,1000,2000,1.5e-05,1.5e-05,1.5e-05
test2-7.txt,1000,2000,1.4e-05,1.3e-05,1.5e-05
test2-8.txt,1000,2000,1.4e-05,1.5e-05,1.4e-05
test2-9.txt,1000,2000,1.4e-05,1.3e-05,1.4e-05
test20-1.txt,1000,20000,0.001551,0.000748,0.001054
test20-10.txt,1000,20000,0.000687,0.000671,0.001217
test20-2.txt,1000,20000,0.00103,0.000675,0.0014
test20-3.txt,1000,20000,0.001222,0.000833,0.00211
test20-4.txt,1000,20000,0.000879,0.000737,0.001415
test20-5.txt,1000,20000,0.000892,0.000684,0.001119
test20-6.txt,1000,20000,0.000842,0.000665,0.002142
test20-7.txt,1000,20000,0.000887,0.000616,0.001198
test20-8.txt,1000,20000,0.000874,0.000646,0.001404
test20-9.txt,1000,20000,0.000759,0.00067,0.001225
test21-1.txt,1000,21000,0.001144,0.00086,0.001328
test21-10.txt,1000,21000,0.000885,0.000619,0.001084
test21-2.txt,1000,21000,0.000859,0.000715,0.001135
test21-3.txt,1000,21000,0.000721,0.000605,0.001366
test21-4.txt,1000,21000,0.000891,0.000748,0.001414
test21-5.txt,1000,21000,0.000721,0.000958,0.001374
test21-6.txt,1000,21000,0.000926,0.000898,0.00164
test21-7.txt,1000,21000,0.000831,0.000771,0.001602
test21-8.txt,1000,21000,0.00072,0.000631,0.001071
test21-9.txt,1000,21000,0.000894,0.00097,0.001051
test22-1.txt,1000,22000,0.000826,0.00063,0.001598
test22-10.txt,1000,22000,0.00076,0.000847,0.001132
test22-2.txt,1000,22000,0.000885,0.000645,0.001097
test22-3.txt,1000,22000,0.000728,0.000665,0.001168
test22-4.txt,1000,22000,0.000733,0.000839,0.001442
test22-5.txt,1000,22000,0.00075,0.000638,0.001135
test22-6.txt,1000,22000,0.00076,0.000926,0.001396
test22-7.txt,1000,22000,0.000693,0.000586,0.001254
test22-8.txt,1000,22000,0.00072,0.000734,0.00108
test22-9.txt,1000,22000,0.00069,0.000636,0.001668
test23-1.txt,1000,23000,0.000733,0.000792,0.001156
test23-10.txt,1000,23000,0.000715,0.000641,0.001316
test23-2.txt,1000,23000,0.000777,0.000606,0.001614
test23-3.txt,1000,23000,0.001006,0.000677,0.002045
test23-4.txt,1000,23000,0.000811,0.000611,0.001211
test23-5.txt,1000,23000,0.000704,0.000709,0.001046
test23-6.txt,1000,23000,0.000856,0.000651,0.001834
test23-7.txt,1000,23000,0.000918,0.000805,0.001172
test23-8.txt,1000,23000,0.000702,0.001231,0.001336
test23-9.txt,1000,23000,0.000749,0.001104,0.001266
test24-1.txt,1000,24000,0.000777,0.000589,0.001115
test24-10.txt,1000,24000,0.000846,0.000799,0.001572
test24-2.txt,1000,24000,0.000963,0.000649,0.001304
test24-3.txt,1000,24000,0.00091,0.000709,0.00114
test24-4.txt,1000,24000,0.000835,0.000632,0.001145
test24-5.txt,1000,24000,0.00084,0.000716,0.001168
test24-6.txt,1000,24000,0.001036,0.000617,0.001167
test24-7.txt,1000,24000,0.000755,0.000708,0.001166
test24-8.txt,1000,24000,0.000752,0.000638,0.001161
test24-9.txt,1000,24000,0.001079,0.000609,0.001095
test25-1.txt,1000,25000,0.000759,0.000813,0.001754
test25-10.txt,1000,25000,0.001044,0.000969,0.001496
test25-2.txt,1000,25000,0.000867,0.000634,0.001178
test25-3.txt,1000,25000,0.00098,0.000811,0.0012
test25-4.txt,1000,25000,0.001109,0.000819,0.001578
test25-5.txt,1000,25000,0.000917,0.000644,0.001202
test25-6.txt,1000,25000,0.000784,0.000656,0.001448
test25-7.txt,1000,25000,0.000736,0.00062,0.001284
test25-8.txt,1000,25000,0.000827,0.00073,0.001394
test25-9.txt,1000,25000,0.000711,0.000708,0.001183
test26-1.txt,1000,26000,0.001256,0.000694,0.001179
test26-10.txt,1000,26000,0.000845,0.000627,0.001414
test26-2.txt,1000,26000,0.000758,0.000626,0.002338
test26-3.txt,1000,26000,0.001114,0.00099,0.001163
test26-4.txt,1000,26000,0.000858,0.000645,0.001281
test26-5.txt,1000,26000,0.000754,0.000687,0.001418
test26-6.txt,1000,26000,0.000772,0.001091,0.001284
test26-7.txt,1000,26000,0.000841,0.000643,0.001478
test26-8.txt,1000,26000,0.001015,0.00063,0.001188
test26-9.txt,1000,26000,0.001048,0.000945,0.001149
test27-1.txt,1000,27000,0.000783,0.000853,0.001322
test27-10.txt,1000,27000,0.000841,0.000652,0.001875
test27-2.txt,1000,27000,0.00077,0.00069,0.001189
test27-3.txt,1000,27000,0.000993,0.00073,0.001181
test27-4.txt,1000,27000,0.0008,0.00064,0.00117
test27-5.txt,1000,27000,0.000873,0.000621,0.001184
test27-6.txt,1000,27000,0.000798,0.000647,0.001131
test27-7.txt,1000,27000,0.001233,0.000739,0.001276
test27-8.txt,1000,27000,0.000951,0.000729,0.001199
test27-9.txt,1000,27000,0.000866,0.000764,0.001237
test28-1.txt,1000,28000,0.00098,0.000737,0.001202
test28-10.txt,1000,28000,0.000898,0.000693,0.001214
test28-2.txt,1000,28000,0.000794,0.000946,0.001359
test28-3.txt,1000,28000,0.001045,0.000848,0.001874
test28-4.txt,1000,28000,0.000999,0.000906,0.001617
test28-5.txt,1000,28000,0.001763,0.000721,0.002463
test28-6.txt,1000,28000,0.001683,0.000653,0.001353
test28-7.txt,1000,28000,0.000812,0.000709,0.001286
test28-8.txt,1000,28000,0.000923,0.00066,0.001285
test28-9.txt,1000,28000,0.000905,0.000653,0.001653
test29-1.txt,1000,29000,0.000812,0.001208,0.001308
test29-10.txt,1000,29000,0.001156,0.000704,0.001264
test29-2.txt,1000,29000,0.00087,0.000656,0.001314
test29-3.txt,1000,29000,0.000842,0.000767,0.001493
test29-4.txt,1000,29000,0.000886,0.000731,0.001593
test29-5.txt,1000,29000,0.000788,0.000721,0.001682
test29-6.txt,1000,29000,0.001424,0.00099,0.001216
test29-7.txt,1000,29000,0.000958,0.001,0.001319
test29-8.txt,1000,29000,0.00078,0.00069,0.001406
test29-9.txt,1000,29000,0.00081,0.000721,0.001237
test3-1.txt,1000,3000,1.6e-05,2.7e-05,1.7e-05
test3-10.txt,1000,3000,1.5e-05,1.5e-05,1.9e-05
test3-2.txt,1000,3000,1.6e-05,1.3e-05,2.2e-05
test3-3.txt,1000,3000,5e-05,1.6e-05,1.6e-05
test3-4.txt,1000,3000,1.6e-05,1.6e-05,1.6e-05
test3-5.txt,1000,3000,2.1e-05,2e-05,1.7e-05
test3-6.txt,1000,3000,1.6e-05,1.4e-05,2.8e-05
test3-7.txt,1000,3000,2.1e-05,1.6e-05,1.6e-05
test3-8.txt,1000,3000,1.6e-05,1.7e-05,1.9e-05
test3-9.txt,1000,3000,1.8e-05,1.6e-05,2e-05
test30-1.txt,1000,30000,0.00102,0.000956,0.001335
test30-10.txt,1000,30000,0.000781,0.000663,0.002847
test30-2.txt,1000,30000,0.00081,0.000749,0.001319
test30-3.txt,1000,30000,0.000869,0.000708,0.001266
test30-4.txt,1000,30000,0.001056,0.000771,0.001268
test30-5.txt,1000,30000,0.000773,0.00071,0.001316
test30-6.txt,1000,30000,0.000824,0.000798,0.001446
test30-7.txt,1000,30000,0.000922,0.000842,0.001278
test30-8.txt,1000,30000,0.000798,0.000831,0.00128
test30-9.txt,1000,30000,0.00077,0.000615,0.001415
test4-1.txt,1000,4000,1.7e-05,1.5e-05,1.7e-05
test4-10.txt,1000,4000,1.6e-05,1.5e-05,1.9e-05
test4-2.txt,1000,4000,2.1e-05,1.5e-05,1.6e-05
test4-3.txt,1000,4000,1.6e-05,1.4e-05,1.5e-05
test4-4.txt,1000,4000,2.1e-05,1.5e-05,1.4e-05
test4-5.txt,1000,4000,2.5e-05,2.6e-05,1.4e-05
test4-6.txt,1000,4000,1.5e-05,1.7e-05,1.7e-05
test4-7.txt,1000,4000,1.4e-05,1.4e-05,1.9e-05
test4-8.txt,1000,4000,1.8e-05,1.6e-05,2.1e-05
test4-9.txt,1000,4000,1.5e-05,1.4e-05,1.6e-05
test5-1.txt,1000,5000,1.7e-05,1.5e-05,1.7e-05
test5-10.txt,1000,5000,1.5e-05,1.5e-05,1.6e-05
test5-2.txt,1000,5000,1.5e-05,1.4e-05,1.5e-05
test5-3.txt,1000,5000,1.5e-05,2.2e-05,1.6e-05
test5-4.txt,1000,5000,1.9e-05,1.5e-05,1.6e-05
test5-5.txt,1000,5000,1.8e-05,1.5e-05,1.7e-05
test5-6.txt,1000,5000,2.2e-05,1.6e-05,1.8e-05
test5-7.txt,1000,5000,1.6e-05,1.6e-05,1.9e-05
test5-8.txt,1000,5000,1.7e-05,1.4e-05,2e-05
test5-9.txt,1000,5000,1.8e-05,1.5e-05,2.5e-05
test6-1.txt,1000,6000,0.000644,0.000483,0.000392
test6-10.txt,1000,6000,0.000547,0.000418,0.000361
test6-2.txt,1000,6000,0.000607,0.000399,0.000624
test6-3.txt,1000,6000,0.00051,0.000418,0.000392
test6-4.txt,1000,6000,0.000678,0.000387,0.000341
test6-5.txt,1000,6000,0.000539,0.000569,0.00034
test6-6.txt,1000,6000,0.000511,0.000407,0.000347
test6-7.txt,1000,6000,0.000542,0.000393,0.000352
test6-8.txt,1000,6000,0.000566,0.000433,0.000579
test6-9.txt,1000,6000,0.000526,0.000381,0.000333
test7-1.txt,1000,7000,0.000668,0.000409,0.000461
test7-10.txt,1000,7000,0.000673,0.00039,0.000467
test7-2.txt,1000,7000,0.000587,0.000483,0.000412
test7-3.txt,1000,7000,0.00076,0.000427,0.000423
test7-4.txt,1000,7000,0.000547,0.000417,0.000402
test7-5.txt,1000,7000,0.000628,0.000432,0.000449
test7-6.txt,1000,7000,0.000564,0.000489,0.0006
test7-7.txt,1000,7000,0.000555,0.000403,0.000403
test7-8.txt,1000,7000,0.000554,0.000399,0.000501
test7-9.txt,1000,7000,0.00055,0.000393,0.000395
test8-1.txt,1000,8000,0.000543,0.000431,0.000478
test8-10.txt,1000,8000,0.000576,0.000422,0.000465
test8-2.txt,1000,8000,0.000524,0.000441,0.000782
test8-3.txt,1000,8000,0.000681,0.00042,0.000474
test8-4.txt,1000,8000,0.000541,0.000411,0.000487
test8-5.txt,1000,8000,0.000521,0.000429,0.000458
test8-6.txt,1000,8000,0.00065,0.000548,0.000491
test8-7.txt,1000,8000,0.000645,0.000546,0.000506
test8-8.txt,1000,8000,0.000545,0.000473,0.000749
test8-9.txt,1000,8000,0.000549,0.000538,0.000449
test9-1.txt,1000,9000,0.000643,0.000417,0.000612
test9-10.txt,1000,9000,0.000538,0.000435,0.000551
test9-2.txt,1000,9000,0.000547,0.000417,0.000507
test9-3.txt,1000,9000,0.000582,0.000451,0.000516
test9-4.txt,1000,9000,0.000581,0.000573,0.00052
test9-5.txt,1000,9000,0.000831,0.000713,0.000562
test9-6.txt,1000,9000,0.000561,0.000426,0.000518
test9-7.txt,1000,9000,0.000716,0.000501,0.000551
test9-8.txt,1000,9000,0.000684,0.000459,0.000561
test9-9.txt,1000,9000,0.000567,0.000517,0.00052
